Origin Code,Destination Code,Connection Airport Codes,Departure Date,Arrival Date,Cabin Type,RBD,Points per Adult,Tax per Adult (AUD),Flight Duration(s),Transition Time,Aircraft Details,TimeStamp
SYD,HND,"SYD-BNE, BNE-HND","2023-06-12 06:00:00, 2023-06-12 11:40:00","2023-06-12 07:30:00, 2023-06-12 20:00:00",ACEECO,"X, U",74800,$227.91,"01h 30m, 09h 20m","04h 10m, 00h 00m","JQ810(Jetstar), QF61(Qantas Airways)",2023-06-07 16:55:21
SYD,HND,"SYD-BNE, BNE-HND","2023-06-12 06:00:00, 2023-06-12 11:40:00","2023-06-12 07:30:00, 2023-06-12 20:00:00",ACEBUS,"X, U",82000,$227.91,"01h 30m, 09h 20m","04h 10m, 00h 00m","JQ810(Jetstar), QF61(Qantas Airways)",2023-06-07 16:55:21
SYD,HND,"SYD-BNE, BNE-HND","2023-06-12 06:05:00, 2023-06-12 11:40:00","2023-06-12 07:35:00, 2023-06-12 20:00:00",ACEBUS,"U, U",82000,$239.88,"01h 30m, 09h 20m","04h 04m, 00h 00m","QF500(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:55:21
SYD,HND,"SYD-BNE, BNE-HND","2023-06-12 06:35:00, 2023-06-12 11:40:00","2023-06-12 08:05:00, 2023-06-12 20:00:00",ACEBUS,"U, U",82000,$239.88,"01h 30m, 09h 20m","03h 35m, 00h 00m","QF502(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:55:21
SYD,HND,"SYD-BNE, BNE-HND","2023-06-12 07:05:00, 2023-06-12 11:40:00","2023-06-12 08:35:00, 2023-06-12 20:00:00",ACEBUS,"U, U",82000,$239.88,"01h 30m, 09h 20m","03h 05m, 00h 00m","QF504(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:55:21
SYD,HND,"SYD-BNE, BNE-HND","2023-06-12 07:35:00, 2023-06-12 11:40:00","2023-06-12 09:05:00, 2023-06-12 20:00:00",ACEBUS,"U, U",82000,$239.88,"01h 30m, 09h 20m","02h 35m, 00h 00m","QF506(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:55:21
SYD,HND,"SYD-BNE, BNE-HND","2023-06-12 08:05:00, 2023-06-12 11:40:00","2023-06-12 09:35:00, 2023-06-12 20:00:00",ACEBUS,"U, U",82000,$239.88,"01h 30m, 09h 20m","02h 05m, 00h 00m","QF508(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:55:21
SYD,HND,"SYD-BNE, BNE-HND","2023-06-12 08:35:00, 2023-06-12 11:40:00","2023-06-12 10:05:00, 2023-06-12 20:00:00",ACEBUS,"U, U",82000,$239.88,"01h 30m, 09h 20m","01h 34m, 00h 00m","QF510(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:55:21
SYD,HND,Direct flight,2023-06-12 20:20:00,2023-06-13 05:25:00,ACEBUS,U,82000,$197.16,10h 05m,00h 00m,QF25(Qantas Airways),2023-06-07 16:55:21
SYD,HND,"SYD-BNE, BNE-MEL, MEL-HND","2023-06-13 18:30:00, 2023-06-14 06:00:00, 2023-06-14 10:30:00","2023-06-13 20:00:00, 2023-06-14 08:25:00, 2023-06-14 20:00:00",ACEECO,"X, U, U",101300,$259.67,"01h 30m, 02h 24m, 10h 30m","10h 00m, 02h 05m, 00h 00m","JQ820(Jetstar), QF605(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:55:26
SYD,HND,"SYD-BNE, BNE-MEL, MEL-HND","2023-06-13 18:30:00, 2023-06-14 06:00:00, 2023-06-14 10:30:00","2023-06-13 20:00:00, 2023-06-14 08:25:00, 2023-06-14 20:00:00",ACEBUS,"X, U, U",94900,$259.67,"01h 30m, 02h 24m, 10h 30m","10h 00m, 02h 05m, 00h 00m","JQ820(Jetstar), QF605(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:55:26
SYD,HND,"SYD-BNE, BNE-MEL, MEL-HND","2023-06-13 19:35:00, 2023-06-14 06:00:00, 2023-06-14 10:30:00","2023-06-13 21:05:00, 2023-06-14 08:25:00, 2023-06-14 20:00:00",ACEBUS,"U, U, U",94900,$269.89,"01h 30m, 02h 24m, 10h 30m","08h 54m, 02h 05m, 00h 00m","QF552(Qantas Airways), QF605(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:55:26
SYD,HND,"SYD-BNE, BNE-MEL, MEL-HND","2023-06-13 19:35:00, 2023-06-14 06:00:00, 2023-06-14 10:30:00","2023-06-13 21:05:00, 2023-06-14 08:25:00, 2023-06-14 20:00:00",ACEECO,"X, U, U",102900,$269.89,"01h 30m, 02h 24m, 10h 30m","08h 54m, 02h 05m, 00h 00m","QF552(Qantas Airways), QF605(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:55:26
SYD,HND,"SYD-BNE, BNE-MEL, MEL-HND","2023-06-13 21:35:00, 2023-06-14 06:00:00, 2023-06-14 10:30:00","2023-06-13 23:05:00, 2023-06-14 08:25:00, 2023-06-14 20:00:00",ACEBUS,"U, U, U",94900,$269.89,"01h 30m, 02h 24m, 10h 30m","06h 55m, 02h 05m, 00h 00m","QF554(Qantas Airways), QF605(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:55:26
SYD,HND,"SYD-BNE, BNE-MEL, MEL-HND","2023-06-13 21:35:00, 2023-06-14 06:00:00, 2023-06-14 10:30:00","2023-06-13 23:05:00, 2023-06-14 08:25:00, 2023-06-14 20:00:00",ACEECO,"X, U, U",102900,$269.89,"01h 30m, 02h 24m, 10h 30m","06h 55m, 02h 05m, 00h 00m","QF554(Qantas Airways), QF605(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:55:26
SYD,HND,"SYD-MEL, MEL-HND","2023-06-13 22:00:00, 2023-06-14 10:30:00","2023-06-13 23:35:00, 2023-06-14 20:00:00",ACEBUS,"U, U",82000,$231.34,"01h 34m, 10h 30m","10h 54m, 00h 00m","QF499(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:55:26
SYD,HND,"SYD-MEL, MEL-HND","2023-06-14 06:00:00, 2023-06-14 10:30:00","2023-06-14 07:40:00, 2023-06-14 20:00:00",ACEECO,"X, U",88400,$208.5,"01h 40m, 10h 30m","02h 50m, 00h 00m","JQ501(Jetstar), QF79(Qantas Airways)",2023-06-07 16:55:32
SYD,HND,"SYD-MEL, MEL-HND","2023-06-14 06:00:00, 2023-06-14 10:30:00","2023-06-14 07:40:00, 2023-06-14 20:00:00",ACEBUS,"X, U",82000,$208.5,"01h 40m, 10h 30m","02h 50m, 00h 00m","JQ501(Jetstar), QF79(Qantas Airways)",2023-06-07 16:55:32
SYD,HND,"SYD-MEL, MEL-HND","2023-06-14 06:00:00, 2023-06-14 10:30:00","2023-06-14 07:35:00, 2023-06-14 20:00:00",ACEBUS,"U, U",82000,$225.85,"01h 34m, 10h 30m","02h 54m, 00h 00m","QF401(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:55:32
SYD,HND,"SYD-MEL, MEL-HND","2023-06-14 06:30:00, 2023-06-14 10:30:00","2023-06-14 08:05:00, 2023-06-14 20:00:00",ACEBUS,"U, U",82000,$225.85,"01h 34m, 10h 30m","02h 24m, 00h 00m","QF405(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:55:32
SYD,HND,"SYD-MEL, MEL-HND","2023-06-14 06:40:00, 2023-06-14 10:30:00","2023-06-14 08:20:00, 2023-06-14 20:00:00",ACEECO,"X, U",88400,$208.5,"01h 40m, 10h 30m","02h 09m, 00h 00m","JQ505(Jetstar), QF79(Qantas Airways)",2023-06-07 16:55:32
SYD,HND,"SYD-MEL, MEL-HND","2023-06-14 06:40:00, 2023-06-14 10:30:00","2023-06-14 08:20:00, 2023-06-14 20:00:00",ACEBUS,"X, U",82000,$208.5,"01h 40m, 10h 30m","02h 09m, 00h 00m","JQ505(Jetstar), QF79(Qantas Airways)",2023-06-07 16:55:32
SYD,HND,"SYD-MEL, MEL-HND","2023-06-14 06:45:00, 2023-06-14 10:30:00","2023-06-14 08:20:00, 2023-06-14 20:00:00",ACEBUS,"U, U",82000,$225.85,"01h 34m, 10h 30m","02h 09m, 00h 00m","QF407(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:55:32
SYD,HND,"SYD-MEL, MEL-HND","2023-06-14 07:00:00, 2023-06-14 10:30:00","2023-06-14 08:35:00, 2023-06-14 20:00:00",ACEBUS,"U, U",82000,$225.85,"01h 34m, 10h 30m","01h 55m, 00h 00m","QF409(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:55:32
SYD,HND,"SYD-MEL, MEL-HND","2023-06-14 07:15:00, 2023-06-14 10:30:00","2023-06-14 08:50:00, 2023-06-14 20:00:00",ACEBUS,"U, U",82000,$225.85,"01h 34m, 10h 30m","01h 40m, 00h 00m","QF413(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:55:32
SYD,HND,"SYD-HNL, HNL-HND","2023-07-03 20:40:00, 2023-07-03 16:25:00","2023-07-03 10:25:00, 2023-07-04 19:30:00",ACEECO,"X, P",90500,$192.46,"09h 45m, 08h 05m","06h 00m, 00h 00m","QF103(Qantas Airways), JL71(Japan Airlines)",2023-06-07 16:56:17
SYD,HND,"SYD-HNL, HNL-HND","2023-07-05 20:40:00, 2023-07-05 16:25:00","2023-07-05 10:25:00, 2023-07-06 19:30:00",ACEECO,"X, P",90500,$192.46,"09h 45m, 08h 05m","06h 00m, 00h 00m","QF103(Qantas Airways), JL71(Japan Airlines)",2023-06-07 16:56:25
SYD,HND,"SYD-MEL, MEL-BNE, BNE-HND","2023-07-05 22:00:00, 2023-07-06 06:00:00, 2023-07-06 11:40:00","2023-07-05 23:35:00, 2023-07-06 08:10:00, 2023-07-06 20:00:00",ACEECO,"X, X, X",31500,$222.36,"01h 34m, 02h 09m, 09h 20m","06h 25m, 03h 30m, 00h 00m","QF499(Qantas Airways), QF600(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:56:25
SYD,HND,"SYD-MEL, MEL-BNE, BNE-HND","2023-07-05 22:00:00, 2023-07-06 07:05:00, 2023-07-06 11:40:00","2023-07-05 23:35:00, 2023-07-06 09:15:00, 2023-07-06 20:00:00",ACEECO,"X, X, X",31500,$222.36,"01h 34m, 02h 09m, 09h 20m","07h 30m, 02h 24m, 00h 00m","QF499(Qantas Airways), QF604(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:56:25
SYD,HND,"SYD-BNE, BNE-HND","2023-07-06 06:00:00, 2023-07-06 11:40:00","2023-07-06 07:30:00, 2023-07-06 20:00:00",ACEECO,"X, X",31500,$177.91,"01h 30m, 09h 20m","04h 10m, 00h 00m","JQ810(Jetstar), QF61(Qantas Airways)",2023-06-07 16:56:31
SYD,HND,"SYD-ADL, ADL-MEL, MEL-HND","2023-07-08 20:55:00, 2023-07-09 06:00:00, 2023-07-09 10:30:00","2023-07-08 22:30:00, 2023-07-09 07:50:00, 2023-07-09 20:00:00",ACEECO,"X, X, X",37600,$217.19,"02h 05m, 01h 19m, 10h 30m","07h 30m, 02h 39m, 00h 00m","QF749(Qantas Airways), QF670(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:56:39
SYD,HND,"SYD-MEL, MEL-HND","2023-07-09 06:00:00, 2023-07-09 10:30:00","2023-07-09 07:35:00, 2023-07-09 20:00:00",ACEECO,"X, X",31500,$176.91,"01h 34m, 10h 30m","02h 54m, 00h 00m","QF401(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:56:44
SYD,HND,"SYD-MEL, MEL-HND","2023-07-09 07:00:00, 2023-07-09 10:30:00","2023-07-09 08:35:00, 2023-07-09 20:00:00",ACEECO,"X, X",31500,$176.91,"01h 34m, 10h 30m","01h 55m, 00h 00m","QF409(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:56:44
SYD,HND,Direct flight,2023-07-10 20:20:00,2023-07-11 05:25:00,ACEECO,X,31500,$147.16,10h 05m,00h 00m,QF25(Qantas Airways),2023-06-07 16:56:49
SYD,HND,"SYD-MEL, MEL-HND","2023-07-10 21:00:00, 2023-07-11 10:30:00","2023-07-10 22:35:00, 2023-07-11 20:00:00",ACEECO,"X, X",31500,$182.4,"01h 34m, 10h 30m","11h 54m, 00h 00m","QF497(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:56:49
SYD,HND,"SYD-MEL, MEL-HND","2023-07-10 21:00:00, 2023-07-11 10:30:00","2023-07-10 22:35:00, 2023-07-11 20:00:00",ACEBUS,"U, U",82000,$232.4,"01h 34m, 10h 30m","11h 54m, 00h 00m","QF497(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:56:49
SYD,HND,"SYD-MEL, MEL-HND","2023-07-10 22:00:00, 2023-07-11 10:30:00","2023-07-10 23:35:00, 2023-07-11 20:00:00",ACEECO,"X, X",31500,$182.4,"01h 34m, 10h 30m","10h 54m, 00h 00m","QF499(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:56:49
SYD,HND,"SYD-MEL, MEL-HND","2023-07-10 22:00:00, 2023-07-11 10:30:00","2023-07-10 23:35:00, 2023-07-11 20:00:00",ACEBUS,"U, U",82000,$232.4,"01h 34m, 10h 30m","10h 54m, 00h 00m","QF499(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:56:49
SYD,HND,"SYD-MEL, MEL-HND","2023-07-11 06:00:00, 2023-07-11 10:30:00","2023-07-11 07:35:00, 2023-07-11 20:00:00",ACEBUS,"U, U",82000,$226.91,"01h 34m, 10h 30m","02h 54m, 00h 00m","QF401(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:56:56
SYD,HND,"SYD-MEL, MEL-HND","2023-07-11 06:00:00, 2023-07-11 10:30:00","2023-07-11 07:35:00, 2023-07-11 20:00:00",ACEECO,"X, X",31500,$176.91,"01h 34m, 10h 30m","02h 54m, 00h 00m","QF401(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:56:56
SYD,HND,"SYD-MEL, MEL-HND","2023-07-11 06:30:00, 2023-07-11 10:30:00","2023-07-11 08:05:00, 2023-07-11 20:00:00",ACEBUS,"U, U",82000,$226.91,"01h 34m, 10h 30m","02h 24m, 00h 00m","QF405(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:56:56
SYD,HND,"SYD-MEL, MEL-HND","2023-07-11 06:30:00, 2023-07-11 10:30:00","2023-07-11 08:05:00, 2023-07-11 20:00:00",ACEECO,"X, X",31500,$176.91,"01h 34m, 10h 30m","02h 24m, 00h 00m","QF405(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:56:56
SYD,HND,"SYD-MEL, MEL-HND","2023-07-11 07:00:00, 2023-07-11 10:30:00","2023-07-11 08:35:00, 2023-07-11 20:00:00",ACEECO,"X, X",31500,$176.91,"01h 34m, 10h 30m","01h 55m, 00h 00m","QF409(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:56:56
SYD,HND,"SYD-MEL, MEL-HND","2023-07-11 07:15:00, 2023-07-11 10:30:00","2023-07-11 08:50:00, 2023-07-11 20:00:00",ACEBUS,"U, U",82000,$226.91,"01h 34m, 10h 30m","01h 40m, 00h 00m","QF413(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:56:56
SYD,HND,"SYD-MEL, MEL-HND","2023-07-11 07:15:00, 2023-07-11 10:30:00","2023-07-11 08:50:00, 2023-07-11 20:00:00",ACEECO,"X, X",31500,$176.91,"01h 34m, 10h 30m","01h 40m, 00h 00m","QF413(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:56:56
SYD,HND,Direct flight,2023-07-11 20:20:00,2023-07-12 05:25:00,ACEBUS,U,82000,$197.16,10h 05m,00h 00m,QF25(Qantas Airways),2023-06-07 16:56:56
SYD,HND,Direct flight,2023-07-11 20:20:00,2023-07-12 05:25:00,ACEECO,X,31500,$147.16,10h 05m,00h 00m,QF25(Qantas Airways),2023-06-07 16:56:56
SYD,HND,"SYD-MEL, MEL-HND","2023-07-11 21:50:00, 2023-07-12 10:30:00","2023-07-11 23:20:00, 2023-07-12 20:00:00",ACEBUS,"X, U",82000,$223.52,"01h 30m, 10h 30m","11h 09m, 00h 00m","JQ535(Jetstar), QF79(Qantas Airways)",2023-06-07 16:56:56
SYD,HND,"SYD-MEL, MEL-HND","2023-07-11 21:50:00, 2023-07-12 10:30:00","2023-07-11 23:20:00, 2023-07-12 20:00:00",ACEECO,"X, X",31500,$173.52,"01h 30m, 10h 30m","11h 09m, 00h 00m","JQ535(Jetstar), QF79(Qantas Airways)",2023-06-07 16:56:56
SYD,HND,"SYD-MEL, MEL-HND","2023-07-11 22:00:00, 2023-07-12 10:30:00","2023-07-11 23:35:00, 2023-07-12 20:00:00",ACEBUS,"U, U",82000,$232.4,"01h 34m, 10h 30m","10h 54m, 00h 00m","QF499(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:56:56
SYD,HND,"SYD-MEL, MEL-HND","2023-07-11 22:00:00, 2023-07-12 10:30:00","2023-07-11 23:35:00, 2023-07-12 20:00:00",ACEECO,"X, X",31500,$182.4,"01h 34m, 10h 30m","10h 54m, 00h 00m","QF499(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:56:56
SYD,HND,"SYD-MEL, MEL-HND","2023-07-12 06:30:00, 2023-07-12 10:30:00","2023-07-12 08:05:00, 2023-07-12 20:00:00",ACEBUS,"U, U",82000,$226.91,"01h 34m, 10h 30m","02h 24m, 00h 00m","QF405(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:57:02
SYD,HND,"SYD-MEL, MEL-HND","2023-07-12 06:30:00, 2023-07-12 10:30:00","2023-07-12 08:05:00, 2023-07-12 20:00:00",ACEECO,"X, X",31500,$176.91,"01h 34m, 10h 30m","02h 24m, 00h 00m","QF405(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:57:02
SYD,HND,"SYD-MEL, MEL-HND","2023-07-12 06:40:00, 2023-07-12 10:30:00","2023-07-12 08:20:00, 2023-07-12 20:00:00",ACEBUS,"X, U",82000,$209.35,"01h 40m, 10h 30m","02h 09m, 00h 00m","JQ505(Jetstar), QF79(Qantas Airways)",2023-06-07 16:57:02
SYD,HND,"SYD-MEL, MEL-HND","2023-07-12 06:40:00, 2023-07-12 10:30:00","2023-07-12 08:20:00, 2023-07-12 20:00:00",ACEECO,"X, X",31500,$159.35,"01h 40m, 10h 30m","02h 09m, 00h 00m","JQ505(Jetstar), QF79(Qantas Airways)",2023-06-07 16:57:02
SYD,HND,"SYD-MEL, MEL-HND","2023-07-12 07:00:00, 2023-07-12 10:30:00","2023-07-12 08:35:00, 2023-07-12 20:00:00",ACEECO,"X, X",31500,$176.91,"01h 34m, 10h 30m","01h 55m, 00h 00m","QF409(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:57:02
SYD,HND,"SYD-MEL, MEL-HND","2023-07-12 07:15:00, 2023-07-12 10:30:00","2023-07-12 08:50:00, 2023-07-12 20:00:00",ACEBUS,"U, U",82000,$226.91,"01h 34m, 10h 30m","01h 40m, 00h 00m","QF413(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:57:02
SYD,HND,"SYD-MEL, MEL-HND","2023-07-12 07:15:00, 2023-07-12 10:30:00","2023-07-12 08:50:00, 2023-07-12 20:00:00",ACEECO,"X, X",31500,$176.91,"01h 34m, 10h 30m","01h 40m, 00h 00m","QF413(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:57:02
SYD,HND,Direct flight,2023-07-12 20:20:00,2023-07-13 05:25:00,ACEBUS,U,82000,$197.16,10h 05m,00h 00m,QF25(Qantas Airways),2023-06-07 16:57:02
SYD,HND,Direct flight,2023-07-12 20:20:00,2023-07-13 05:25:00,ACEECO,X,31500,$147.16,10h 05m,00h 00m,QF25(Qantas Airways),2023-06-07 16:57:02
SYD,HND,"SYD-BNE, BNE-HND","2023-07-13 06:35:00, 2023-07-13 11:40:00","2023-07-13 08:05:00, 2023-07-13 20:00:00",ACEBUS,"U, U",82000,$239.88,"01h 30m, 09h 20m","03h 35m, 00h 00m","QF502(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:57:07
SYD,HND,"SYD-BNE, BNE-HND","2023-07-13 06:35:00, 2023-07-13 11:40:00","2023-07-13 08:05:00, 2023-07-13 20:00:00",ACEECO,"X, X",31500,$189.88,"01h 30m, 09h 20m","03h 35m, 00h 00m","QF502(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:57:07
SYD,HND,"SYD-BNE, BNE-HND","2023-07-13 07:05:00, 2023-07-13 11:40:00","2023-07-13 08:35:00, 2023-07-13 20:00:00",ACEBUS,"U, U",82000,$239.88,"01h 30m, 09h 20m","03h 05m, 00h 00m","QF504(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:57:07
SYD,HND,"SYD-BNE, BNE-HND","2023-07-13 07:05:00, 2023-07-13 11:40:00","2023-07-13 08:35:00, 2023-07-13 20:00:00",ACEECO,"X, X",31500,$189.88,"01h 30m, 09h 20m","03h 05m, 00h 00m","QF504(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:57:07
SYD,HND,"SYD-BNE, BNE-HND","2023-07-13 07:35:00, 2023-07-13 11:40:00","2023-07-13 09:05:00, 2023-07-13 20:00:00",ACEBUS,"U, U",82000,$239.88,"01h 30m, 09h 20m","02h 35m, 00h 00m","QF506(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:57:07
SYD,HND,"SYD-BNE, BNE-HND","2023-07-13 07:35:00, 2023-07-13 11:40:00","2023-07-13 09:05:00, 2023-07-13 20:00:00",ACEECO,"X, X",31500,$189.88,"01h 30m, 09h 20m","02h 35m, 00h 00m","QF506(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:57:07
SYD,HND,"SYD-BNE, BNE-HND","2023-07-13 08:05:00, 2023-07-13 11:40:00","2023-07-13 09:35:00, 2023-07-13 20:00:00",ACEECO,"X, X",31500,$189.88,"01h 30m, 09h 20m","02h 05m, 00h 00m","QF508(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:57:07
SYD,HND,"SYD-BNE, BNE-HND","2023-07-13 08:35:00, 2023-07-13 11:40:00","2023-07-13 10:05:00, 2023-07-13 20:00:00",ACEBUS,"U, U",82000,$239.88,"01h 30m, 09h 20m","01h 34m, 00h 00m","QF510(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:57:07
SYD,HND,"SYD-BNE, BNE-HND","2023-07-13 08:35:00, 2023-07-13 11:40:00","2023-07-13 10:05:00, 2023-07-13 20:00:00",ACEECO,"X, X",31500,$189.88,"01h 30m, 09h 20m","01h 34m, 00h 00m","QF510(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:57:07
SYD,HND,"SYD-SGN, SGN-HND","2023-07-13 15:15:00, 2023-07-13 23:20:00","2023-07-13 21:05:00, 2023-07-14 06:50:00",ACEECO,"X, T",46000,$152.66,"08h 50m, 05h 30m","02h 15m, 00h 00m","JQ61(Jetstar), JL70(Japan Airlines)",2023-06-07 16:57:07
SYD,HND,Direct flight,2023-07-13 20:20:00,2023-07-14 05:25:00,ACEBUS,U,82000,$197.16,10h 05m,00h 00m,QF25(Qantas Airways),2023-06-07 16:57:07
SYD,HND,Direct flight,2023-07-13 20:20:00,2023-07-14 05:25:00,ACEECO,X,31500,$147.16,10h 05m,00h 00m,QF25(Qantas Airways),2023-06-07 16:57:07
SYD,HND,"SYD-MEL, MEL-HND","2023-07-14 06:00:00, 2023-07-14 10:30:00","2023-07-14 07:40:00, 2023-07-14 20:00:00",ACEECO,"X, X",31500,$159.35,"01h 40m, 10h 30m","02h 50m, 00h 00m","JQ501(Jetstar), QF79(Qantas Airways)",2023-06-07 16:57:13
SYD,HND,"SYD-MEL, MEL-HND","2023-07-14 06:30:00, 2023-07-14 10:30:00","2023-07-14 08:05:00, 2023-07-14 20:00:00",ACEECO,"X, X",31500,$176.91,"01h 34m, 10h 30m","02h 24m, 00h 00m","QF405(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:57:13
SYD,HND,"SYD-MEL, MEL-HND","2023-07-14 07:00:00, 2023-07-14 10:30:00","2023-07-14 08:35:00, 2023-07-14 20:00:00",ACEECO,"X, X",31500,$176.91,"01h 34m, 10h 30m","01h 55m, 00h 00m","QF409(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:57:13
SYD,HND,"SYD-MEL, MEL-HND","2023-07-14 07:15:00, 2023-07-14 10:30:00","2023-07-14 08:50:00, 2023-07-14 20:00:00",ACEECO,"X, X",31500,$176.91,"01h 34m, 10h 30m","01h 40m, 00h 00m","QF413(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:57:13
SYD,HND,"SYD-BNE, BNE-HND","2023-07-15 06:00:00, 2023-07-15 11:40:00","2023-07-15 07:30:00, 2023-07-15 20:00:00",ACEECO,"X, X",31500,$177.91,"01h 30m, 09h 20m","04h 10m, 00h 00m","JQ810(Jetstar), QF61(Qantas Airways)",2023-06-07 16:57:18
SYD,HND,"SYD-BNE, BNE-HND","2023-07-15 06:05:00, 2023-07-15 11:40:00","2023-07-15 07:35:00, 2023-07-15 20:00:00",ACEECO,"X, X",31500,$189.88,"01h 30m, 09h 20m","04h 04m, 00h 00m","QF500(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:57:18
SYD,HND,"SYD-BNE, BNE-HND","2023-07-15 07:05:00, 2023-07-15 11:40:00","2023-07-15 08:35:00, 2023-07-15 20:00:00",ACEECO,"X, X",31500,$189.88,"01h 30m, 09h 20m","03h 05m, 00h 00m","QF504(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:57:18
SYD,HND,"SYD-BNE, BNE-HND","2023-07-15 08:05:00, 2023-07-15 11:40:00","2023-07-15 09:35:00, 2023-07-15 20:00:00",ACEECO,"X, X",31500,$189.88,"01h 30m, 09h 20m","02h 05m, 00h 00m","QF508(Qantas Airways), QF61(Qantas Airways)",2023-06-07 16:57:18
SYD,HND,Direct flight,2023-07-15 20:20:00,2023-07-16 05:25:00,ACEECO,X,31500,$147.16,10h 05m,00h 00m,QF25(Qantas Airways),2023-06-07 16:57:18
SYD,HND,"SYD-MEL, MEL-HND","2023-07-15 21:50:00, 2023-07-16 10:30:00","2023-07-15 23:20:00, 2023-07-16 20:00:00",ACEECO,"X, X",31500,$173.52,"01h 30m, 10h 30m","11h 09m, 00h 00m","JQ535(Jetstar), QF79(Qantas Airways)",2023-06-07 16:57:18
SYD,HND,"SYD-MEL, MEL-HND","2023-07-16 06:00:00, 2023-07-16 10:30:00","2023-07-16 07:35:00, 2023-07-16 20:00:00",ACEECO,"X, X",31500,$176.91,"01h 34m, 10h 30m","02h 54m, 00h 00m","QF401(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:57:23
SYD,HND,"SYD-MEL, MEL-HND","2023-07-16 07:00:00, 2023-07-16 10:30:00","2023-07-16 08:35:00, 2023-07-16 20:00:00",ACEECO,"X, X",31500,$176.91,"01h 34m, 10h 30m","01h 55m, 00h 00m","QF409(Qantas Airways), QF79(Qantas Airways)",2023-06-07 16:57:23
SYD,HND,Direct flight,2023-07-16 20:20:00,2023-07-17 05:25:00,ACEECO,X,31500,$147.16,10h 05m,00h 00m,QF25(Qantas Airways),2023-06-07 16:57:23
SYD,HND,"SYD-BNE, BNE-HND","2023-07-17 06:00:00, 2023-07-17 11:40:00","2023-07-17 07:30:00, 2023-07-17 20:00:00",ACEECO,"X, X",31500,$177.91,"01h 30m, 09h 20m","04h 10m, 00h 00m","JQ810(Jetstar), QF61(Qantas Airways)",2023-06-07 16:57:29
