Origin Code,Destination Code,Connection Airport Codes,Departure Date,Arrival Date,Cabin Type,RBD,Points Per Adult,Tax Per Adult,Flight Duration(s),StopOvers,Transition Time,Aircraft Details,Equipment,Remaining Seats,Designated Class,Source,TimeStamp
SYD,SIN,Direct flight,2024-10-14 11:25:00,2024-10-14 16:50:00,Economy,X,25200,$137.16,08h 24m,0,00h 00m,QF291(Qantas Airways),-,-,Economy,QF,2023-11-19 00:58:47
SYD,SIN,Direct flight,2024-10-14 16:10:00,2024-10-14 21:30:00,Economy,X,25200,$137.16,08h 20m,0,00h 00m,QF1(Qantas Airways),-,-,Economy,QF,2023-11-19 00:58:47
SYD,SIN,"SYD-PER, PER-SIN","2024-10-15 08:20:00, 2024-10-15 11:50:00","2024-10-15 10:20:00, 2024-10-15 17:20:00","Economy, Economy","X, X",25200,$166.05,"05h 00m, 05h 30m",1,"01h 30m, 00h 00m","QF643(Qantas Airways), QF71(Qantas Airways)",-,-,Economy,QF,2023-11-19 00:58:51
SYD,SIN,Direct flight,2024-10-15 11:25:00,2024-10-15 16:50:00,Economy,X,25200,$137.16,08h 24m,0,00h 00m,QF291(Qantas Airways),-,-,Economy,QF,2023-11-19 00:58:51
SYD,SIN,"SYD-KUL, KUL-SIN","2024-10-15 14:25:00, 2024-10-15 23:05:00","2024-10-15 20:15:00, 2024-10-16 00:10:00","Economy, Economy","X, X",30200,$130.45,"08h 50m, 01h 04m",1,"02h 50m, 00h 00m","MH122(Malaysia Airlines), MH609(Malaysia Airlines)",-,-,Economy,QF,2023-11-19 00:58:51
SYD,SIN,Direct flight,2024-10-15 16:10:00,2024-10-15 21:30:00,Economy,X,25200,$137.16,08h 20m,0,00h 00m,QF1(Qantas Airways),-,-,Economy,QF,2023-11-19 00:58:51
SYD,SIN,"SYD-PER, PER-SIN","2024-10-16 08:20:00, 2024-10-16 11:50:00","2024-10-16 10:20:00, 2024-10-16 17:20:00","Economy, Economy","X, X",25200,$166.05,"05h 00m, 05h 30m",1,"01h 30m, 00h 00m","QF643(Qantas Airways), QF71(Qantas Airways)",-,-,Economy,QF,2023-11-19 00:58:56
SYD,SIN,Direct flight,2024-10-16 11:25:00,2024-10-16 16:50:00,Economy,X,25200,$137.16,08h 24m,0,00h 00m,QF291(Qantas Airways),-,-,Economy,QF,2023-11-19 00:58:56
SYD,SIN,"SYD-KUL, KUL-SIN","2024-10-16 14:25:00, 2024-10-16 23:05:00","2024-10-16 20:15:00, 2024-10-17 00:10:00","Economy, Economy","X, X",30200,$130.45,"08h 50m, 01h 04m",1,"02h 50m, 00h 00m","MH122(Malaysia Airlines), MH609(Malaysia Airlines)",-,-,Economy,QF,2023-11-19 00:58:56
SYD,SIN,Direct flight,2024-10-16 15:50:00,2024-10-16 21:05:00,PremiumEconomy,P,59000,$292.35,08h 15m,0,00h 00m,BA16(British Airways),-,-,PremiumEconomy,QF,2023-11-19 00:58:56
SYD,SIN,Direct flight,2024-10-16 16:10:00,2024-10-16 21:30:00,Economy,X,25200,$137.16,08h 20m,0,00h 00m,QF1(Qantas Airways),-,-,Economy,QF,2023-11-19 00:58:56
SYD,SIN,"SYD-PER, PER-SIN","2024-10-17 08:20:00, 2024-10-17 11:50:00","2024-10-17 10:20:00, 2024-10-17 17:20:00","Economy, Economy","X, X",25200,$166.05,"05h 00m, 05h 30m",1,"01h 30m, 00h 00m","QF643(Qantas Airways), QF71(Qantas Airways)",-,-,Economy,QF,2023-11-19 00:59:02
SYD,SIN,Direct flight,2024-10-17 11:25:00,2024-10-17 16:50:00,Economy,X,25200,$137.16,08h 24m,0,00h 00m,QF291(Qantas Airways),-,-,Economy,QF,2023-11-19 00:59:02
SYD,SIN,"SYD-KUL, KUL-SIN","2024-10-17 14:25:00, 2024-10-17 23:05:00","2024-10-17 20:15:00, 2024-10-18 00:10:00","Economy, Economy","X, X",30200,$130.45,"08h 50m, 01h 04m",1,"02h 50m, 00h 00m","MH122(Malaysia Airlines), MH609(Malaysia Airlines)",-,-,Economy,QF,2023-11-19 00:59:02
